id,sensorId,observationDate,julianDateUTC,verticalPosition,windSpeed,windDirection,windGust,qualityFlag,qartodFlags
955710,2377,2023-04-11 00:00:00.000,2023100.501388,1.50,12.20,324.7,16.13,3,0000-0000-0000
955720,2377,2023-04-11 00:30:00.000,2023100.522222,1.50,11.58,318.3,15.17,3,0000-0000-0000
955727,2377,2023-04-11 01:00:00.000,2023100.543055,1.50,10.53,329.0,13.33,3,0000-0000-0000
955738,2377,2023-04-11 01:30:00.000,2023100.563888,1.50,11.51,321.9,15.60,3,0000-0000-0000
955745,2377,2023-04-11 02:00:00.000,2023100.584722,1.50,10.83,315.1,13.83,3,0000-0000-0000
955755,2377,2023-04-11 02:30:00.000,2023100.605555,1.50,10.34,315.2,13.83,3,0000-0000-0000
955762,2377,2023-04-11 03:00:00.000,2023100.626388,1.50,10.16,310.1,12.07,3,0000-0000-0000
955772,2377,2023-04-11 03:30:00.000,2023100.647222,1.50,8.22,317.8,10.20,3,0000-0000-0000
955779,2377,2023-04-11 04:00:00.000,2023100.668055,1.50,7.07,322.3,9.60,3,0000-0000-0000
955789,2377,2023-04-11 04:30:00.000,2023100.688889,1.50,9.29,325.1,12.70,3,0000-0000-0000
955795,2377,2023-04-11 05:00:00.000,2023100.709722,1.50,10.30,319.1,12.37,3,0000-0000-0000
955805,2377,2023-04-11 05:30:00.000,2023100.730555,1.50,12.19,321.6,14.70,3,0000-0000-0000
955812,2377,2023-04-11 06:00:00.000,2023100.751389,1.50,13.00,307.7,16.07,3,0000-0000-0000
955822,2377,2023-04-11 06:30:00.000,2023100.772222,1.50,11.67,294.2,15.20,3,0000-0000-0000
955827,2377,2023-04-11 07:00:00.000,2023100.793055,1.50,8.77,306.2,12.23,3,0000-0000-0000
955837,2377,2023-04-11 07:30:00.000,2023100.813889,1.50,12.79,324.1,16.17,3,0000-0000-0000
